MJD;X;sigma_X;Y;sigma_Y;UT1-UTC;sigma_UT1-UTC;LOD;sigma_LOD;dX;sigma_dX;dY;sigma_dY;bulB/X;bulB/Y;bulB/UT1-UTC;bulB/dX;bulB/dY
48774;-0.157244;0.000377;0.304648;0.000406;-0.5076691;0.0000163;1.5601;0.0111;-0.052;0.117;0.041;0.163;-.157600;.303500;-.5077700;-0.153;-0.870
48775;-0.156686;0.000352;0.307250;0.000450;-0.5091986;0.0000164;1.5159;0.0117;-0.032;0.126;-0.033;0.175;-.157400;.306000;-.5093000;0.099;-0.567
48776;-0.156206;0.000370;0.309830;0.000462;-0.5107371;0.0000167;1.5803;0.0126;0.030;0.152;-0.108;0.152;-.157200;.308800;-.5108600;0.164;-0.284
48777;-0.155858;0.000419;0.312296;0.000384;-0.5123914;0.0000192;1.7411;0.0138;0.064;0.141;-0.239;0.158;-.156900;.311500;-.5125300;0.182;-0.101
48778;-0.155622;0.000398;0.314619;0.000394;-0.5142322;0.0000220;1.9404;0.0153;0.066;0.146;-0.311;0.106;-.156600;.314100;-.5143800;0.243;-0.193
48779;-0.155413;0.000354;0.316819;0.000381;-0.5162628;0.0000238;2.1114;0.0246;0.121;0.142;-0.316;0.298;-.156300;.316300;-.5164300;0.339;-0.196
48780;-0.155175;0.000412;0.318946;0.000533;-0.5184294;0.0000440;2.2054;0.0263;0.234;0.144;-0.257;0.107;-.156000;.318300;-.5186000;0.403;-0.101
48781;-0.154890;0.000421;0.321060;0.000431;-0.5206391;0.0000470;2.1957;0.0319;0.355;0.144;-0.143;0.107;-.155500;.320200;-.5208200;0.342;-0.126
48782;-0.154590;0.000386;0.323225;0.000289;-0.5227886;0.0000463;2.0892;0.0320;0.431;0.093;0.011;0.125;-.154800;.322200;-.5229400;0.165;-0.146
48783;-0.154292;0.000257;0.325499;0.000366;-0.5247969;0.0000435;1.9209;0.0285;0.437;0.093;0.193;0.125;-.154200;.324500;-.5249100;0.009;-0.302
48784;-0.153969;0.000226;0.327910;0.000404;-0.5266224;0.0000331;1.7287;0.0292;0.384;0.090;0.350;0.113;-.153700;.327100;-.5266900;-0.130;-0.564
48785;-0.153624;0.000235;0.330482;0.000464;-0.5282580;0.0000389;1.5475;0.0178;0.283;0.188;0.412;0.289;-.153500;.330000;-.5282800;-0.128;-0.861
48786;-0.153294;0.000288;0.333240;0.000424;-0.5297321;0.0000130;1.4102;0.0206;0.153;0.279;0.303;0.238;-.153400;.333000;-.5297300;-0.052;-1.052
48787;-0.153022;0.000219;0.336197;0.000432;-0.5310984;0.0000134;1.3327;0.0098;0.030;0.279;-0.034;0.238;-.153200;.336000;-.5311000;0.078;-1.081
48788;-0.152869;0.000219;0.339301;0.000432;-0.5324169;0.0000147;1.3134;0.0105;-0.059;0.308;-0.391;0.222;-.153000;.339100;-.5324500;0.196;-1.166
48789;-0.152871;0.000246;0.342434;0.000504;-0.5337420;0.0000162;1.3445;0.0124;-0.154;0.308;-0.524;0.222;-.152900;.342000;-.5338200;0.309;-1.198
48790;-0.153009;0.000639;0.345482;0.000575;-0.5351187;0.0000200;1.4141;0.0131;-0.225;0.420;-0.527;0.250;-.153100;.344800;-.5352300;0.401;-1.250
48791;-0.153162;0.000729;0.348365;0.000574;-0.5365792;0.0000205;1.5105;0.0163;-0.159;0.429;-0.485;0.312;-.153300;.347400;-.5367200;0.469;-1.182
48792;-0.153189;0.000753;0.351022;0.000566;-0.5381442;0.0000257;1.6202;0.0176;-0.040;0.464;-0.472;0.423;-.153400;.349900;-.5383100;0.439;-0.975
48793;-0.152940;0.000761;0.353416;0.000584;-0.5398207;0.0000285;1.7333;0.0186;-0.039;0.407;-0.507;0.356;-.153300;.352200;-.5400000;0.391;-0.557
48794;-0.152321;0.000696;0.355613;0.000419;-0.5416046;0.0000268;1.8280;0.0196;-0.099;0.400;-0.201;0.382;-.153000;.354400;-.5417800;0.218;-0.270
48795;-0.151436;0.000748;0.357739;0.000401;-0.5434616;0.0000270;1.8774;0.0176;-0.049;0.348;0.089;0.339;-.152200;.356600;-.5436200;-0.032;-0.095
48796;-0.150482;0.000616;0.359912;0.000336;-0.5453415;0.0000229;1.8731;0.0167;0.068;0.254;0.075;0.372;-.151200;.358800;-.5454800;-0.323;-0.051
48797;-0.149651;0.000587;0.362193;0.000327;-0.5471886;0.0000196;1.8111;0.0148;0.090;0.287;-0.023;0.259;-.150200;.361000;-.5473200;-0.523;-0.008
48798;-0.148919;0.000548;0.364560;0.000317;-0.5489465;0.0000187;1.6975;0.0145;0.047;0.220;-0.150;0.170;-.149200;.363400;-.5490800;-0.597;0.015
48799;-0.148096;0.000580;0.366994;0.000288;-0.5505720;0.0000214;1.5491;0.0150;-0.008;0.224;-0.228;0.199;-.148000;.365800;-.5507200;-0.511;-0.162
48800;-0.147048;0.000584;0.369467;0.000262;-0.5520400;0.0000235;1.3867;0.0149;-0.030;0.257;-0.199;0.157;-.146800;.368400;-.5521800;-0.386;-0.448
48801;-0.145793;0.000433;0.371956;0.000236;-0.5533529;0.0000208;1.2467;0.0157;-0.023;0.301;-0.104;0.171;-.145700;.371000;-.5535000;-0.226;-0.892
48802;-0.144512;0.000421;0.374456;0.000214;-0.5545543;0.0000208;1.1695;0.0152;-0.018;0.275;-0.010;0.163;-.144700;.373500;-.5547000;-0.166;-1.033
48803;-0.143335;0.000393;0.376948;0.000216;-0.5557250;0.0000223;1.1918;0.0152;-0.050;0.241;0.034;0.298;-.143600;.375900;-.5558700;-0.180;-0.933
48804;-0.142249;0.000389;0.379402;0.000214;0.4430344;0.0000222;1.2973;0.0162;-0.126;0.241;-0.029;0.298;-.142500;.378200;.4429100;-0.154;-0.844
48805;-0.141182;0.000376;0.381785;0.000187;0.4416625;0.0000236;1.4565;0.0147;-0.192;0.241;-0.219;0.298;-.141300;.380500;.4415300;-0.128;-0.992
48806;-0.140038;0.000301;0.384097;0.000200;0.4401134;0.0000194;1.6397;0.0159;-0.204;0.173;-0.389;0.102;-.140200;.382700;.4399700;-0.221;-1.233
48807;-0.138741;0.000262;0.386350;0.000242;0.4384007;0.0000214;1.7702;0.0195;-0.167;0.172;-0.422;0.159;-.139200;.384900;.4382400;-0.227;-1.277
48808;-0.137341;0.000411;0.388539;0.000349;0.4366085;0.0000339;1.7941;0.0225;-0.113;0.172;-0.362;0.154;-.138000;.387100;.4364400;-0.209;-1.131
48809;-0.135858;0.000387;0.390668;0.000267;0.4348500;0.0000396;1.7055;0.0251;-0.067;0.173;-0.273;0.166;-.136700;.389400;.4346700;-0.241;-1.114
48810;-0.134248;0.000355;0.392765;0.000256;0.4332235;0.0000371;1.5389;0.0262;-0.058;0.159;-0.219;0.174;-.135000;.391500;.4330500;-0.344;-1.027
48811;-0.132494;0.000343;0.394890;0.000255;0.4317828;0.0000343;1.3405;0.0254;-0.090;0.142;-0.233;0.152;-.133200;.393700;.4316200;-0.456;-0.943
48812;-0.130799;0.000342;0.397145;0.000241;0.4305427;0.0000346;1.1414;0.0250;-0.094;0.142;-0.234;0.152;-.131400;.396100;.4304000;-0.528;-0.692
48813;-0.129417;0.000359;0.399576;0.000284;0.4294865;0.0000363;0.9827;0.0208;-0.099;0.131;-0.191;0.120;-.129900;.398800;.4293600;-0.562;-0.553
48814;-0.128323;0.000418;0.402096;0.000254;0.4285566;0.0000232;0.8860;0.0216;-0.108;0.126;-0.102;0.166;-.128700;.401700;.4284400;-0.419;-0.458
48815;-0.127456;0.000428;0.404567;0.000263;0.4276965;0.0000236;0.8432;0.0147;-0.106;0.094;-0.005;0.175;-.128000;.404500;.4275900;-0.185;-0.378
48816;-0.126725;0.000409;0.406845;0.000243;0.4268543;0.0000182;0.8482;0.0145;-0.093;0.075;0.068;0.168;-.127500;.406800;.4267600;-0.033;-0.303
48817;-0.126058;0.000423;0.408837;0.000245;0.4259842;0.0000169;0.9010;0.0122;-0.086;0.067;0.088;0.202;-.127000;.408600;.4258900;0.063;-0.300
48818;-0.125315;0.000427;0.410558;0.000287;0.4250348;0.0000163;1.0063;0.0117;-0.103;0.115;0.045;0.239;-.126200;.410100;.4249200;-0.036;-0.435
48819;-0.124184;0.000421;0.412202;0.000272;0.4239607;0.0000161;1.1444;0.0123;-0.129;0.107;-0.053;0.221;-.124900;.411600;.4238400;-0.172;-0.751
48820;-0.122465;0.000330;0.413991;0.000295;0.4227467;0.0000185;1.2806;0.0102;-0.136;0.119;-0.188;0.215;-.123100;.413300;.4226200;-0.340;-0.888
48821;-0.120230;0.000226;0.416022;0.000278;0.4214060;0.0000124;1.3974;0.0106;-0.099;0.105;-0.205;0.206;-.120700;.415400;.4212700;-0.441;-0.755
48822;-0.117654;0.000206;0.418350;0.000237;0.4199607;0.0000104;1.4877;0.0077;-0.051;0.104;-0.125;0.202;-.118100;.417800;.4198100;-0.601;-0.628
48823;-0.114955;0.000173;0.420864;0.000237;0.4184432;0.0000092;1.5402;0.0068;-0.013;0.103;-0.049;0.202;-.115400;.420400;.4182900;-0.862;-0.544
48824;-0.112332;0.000197;0.423402;0.000249;0.4168940;0.0000087;1.5515;0.0063;0.009;0.071;-0.066;0.142;-.112800;.422900;.4167400;-1.110;-0.520
48825;-0.110001;0.000206;0.425814;0.000194;0.4153540;0.0000086;1.5213;0.0057;-0.003;0.188;-0.147;0.186;-.110400;.425200;.4152100;-1.280;-0.453
48826;-0.108026;0.000211;0.428033;0.000198;0.4138637;0.0000073;1.4542;0.0056;-0.025;0.185;-0.144;0.175;-.108200;.427400;.4137200;-1.266;-0.304
48827;-0.106070;0.000218;0.430140;0.000178;0.4124529;0.0000073;1.3653;0.0053;-0.015;0.210;-0.095;0.158;-.106000;.429500;.4122900;-1.025;-0.297
48828;-0.103965;0.000217;0.432154;0.000185;0.4111320;0.0000076;1.2797;0.0066;0.042;0.200;-0.093;0.135;-.104000;.431500;.4109600;-0.706;-0.368
48829;-0.101798;0.000263;0.434089;0.000173;0.4098802;0.0000111;1.2340;0.0062;0.144;0.194;-0.141;0.127;-.102100;.433400;.4097000;-0.459;-0.637
48830;-0.099744;0.000271;0.435958;0.000263;0.4086434;0.0000097;1.2501;0.0074;0.237;0.202;-0.183;0.133;-.100000;.435300;.4084800;-0.370;-0.671
48831;-0.097893;0.000263;0.437755;0.000254;0.4073562;0.0000097;1.3376;0.0065;0.232;0.121;-0.207;0.298;-.098000;.437200;.4072100;-0.335;-0.512
48832;-0.096169;0.000241;0.439513;0.000222;0.4059385;0.0000087;1.5142;0.0064;0.149;0.112;-0.261;0.298;-.096100;.439000;.4058000;-0.300;-0.381
48833;-0.094333;0.000238;0.441370;0.000225;0.4043069;0.0000083;1.7533;0.0057;0.049;0.089;-0.309;0.298;-.094300;.440800;.4041700;-0.282;-0.274
48834;-0.092321;0.000233;0.443473;0.000221;0.4024366;0.0000075;1.9781;0.0078;-0.048;0.111;-0.297;0.108;-.092500;.442700;.4023000;-0.168;-0.403
48835;-0.090216;0.000324;0.445763;0.000240;0.4003782;0.0000131;2.1204;0.0073;-0.157;0.115;-0.217;0.137;-.090400;.444900;.4002500;-0.061;-0.372
48836;-0.088075;0.000285;0.448112;0.000237;0.3982373;0.0000125;2.1384;0.0091;-0.253;0.105;-0.172;0.135;-.088300;.447300;.3981000;-0.020;-0.274
48837;-0.085888;0.000284;0.450384;0.000166;0.3961415;0.0000127;2.0362;0.0089;-0.267;0.113;-0.169;0.149;-.086200;.449700;.3959900;0.007;-0.317
48838;-0.083748;0.000283;0.452487;0.000180;0.3941947;0.0000127;1.8445;0.0089;-0.194;0.103;-0.163;0.128;-.084100;.451900;.3940300;0.087;-0.348
48839;-0.081821;0.000278;0.454500;0.000184;0.3924553;0.0000125;1.6442;0.0093;-0.128;0.102;-0.168;0.123;-.082200;.454100;.3922700;0.000;-0.289
48840;-0.079996;0.000270;0.456495;0.000182;0.3908971;0.0000135;1.4714;0.0079;-0.103;0.069;-0.123;0.124;-.080400;.456100;.3907400;-0.162;-0.220
48841;-0.078132;0.000178;0.458558;0.000144;0.3895037;0.0000097;1.3248;0.0089;-0.106;0.081;-0.089;0.298;-.078500;.457900;.3893600;-0.394;-0.038
48842;-0.076201;0.000201;0.460799;0.000172;0.3882306;0.0000115;1.2287;0.0082;-0.115;0.107;-0.129;0.163;-.076500;.459800;.3881300;-0.391;0.071
48843;-0.074283;0.000207;0.463256;0.000186;0.3870284;0.0000131;1.1862;0.0097;-0.114;0.121;-0.150;0.157;-.074400;.462000;.3869300;-0.276;-0.076
48844;-0.072308;0.000219;0.465848;0.000210;0.3858402;0.0000157;1.1978;0.0104;-0.076;0.143;-0.142;0.159;-.072500;.464700;.3857400;0.023;-0.256
48845;-0.070234;0.000222;0.468465;0.000207;0.3846017;0.0000161;1.3029;0.0119;-0.018;0.165;-0.225;0.171;-.070700;.467200;.3844400;0.100;-0.233
48846;-0.068254;0.000235;0.470986;0.000240;0.3832055;0.0000178;1.4949;0.0121;-0.013;0.163;-0.365;0.188;-.068900;.469700;.3830000;0.027;-0.180
48847;-0.066390;0.000236;0.473249;0.000232;0.3816134;0.0000181;1.6825;0.0134;-0.034;0.160;-0.408;0.199;-.067100;.471800;.3814100;-0.142;-0.414
48848;-0.064459;0.000200;0.475231;0.000290;0.3798581;0.0000201;1.8172;0.0120;-0.104;0.163;-0.298;0.158;-.065100;.473800;.3796700;-0.304;-0.605
48849;-0.062326;0.000208;0.477012;0.000358;0.3779985;0.0000157;1.8934;0.0129;-0.200;0.249;-0.161;0.159;-.063000;.475900;.3778100;-0.471;-0.495
48850;-0.059998;0.000234;0.478700;0.000329;0.3760882;0.0000162;1.9188;0.0121;-0.291;0.257;-0.087;0.172;-.060700;.477800;.3759100;-0.599;-0.395
48851;-0.057467;0.000241;0.480378;0.000313;0.3741770;0.0000185;1.8958;0.0115;-0.350;0.242;-0.078;0.167;-.058100;.479700;.3740100;-0.728;-0.375
48852;-0.054723;0.000224;0.482044;0.000313;0.3723090;0.0000163;1.8354;0.0118;-0.340;0.301;-0.136;0.123;-.055400;.481500;.3721400;-0.901;-0.464
48853;-0.051803;0.000200;0.483623;0.000302;0.3705106;0.0000148;1.7616;0.0134;-0.259;0.342;-0.232;0.173;-.052500;.483100;.3703400;-0.975;-0.524
48854;-0.048776;0.000190;0.485086;0.000241;0.3687871;0.0000213;1.6840;0.0162;-0.178;0.433;-0.254;0.160;-.049300;.484600;.3686300;-0.798;-0.657
48855;-0.045657;0.000274;0.486415;0.000200;0.3671410;0.0000289;1.6114;0.0190;-0.146;0.450;-0.203;0.157;-.046100;.485900;.3669900;-0.420;-0.758
48856;-0.042492;0.000354;0.487607;0.000395;0.3655529;0.0000314;1.5732;0.0214;-0.174;0.379;-0.154;0.173;-.043100;.487100;.3654300;0.018;-0.810
48857;-0.039347;0.000484;0.488713;0.000510;0.3639738;0.0000316;1.5976;0.0204;-0.103;0.378;-0.178;0.175;-.040100;.488200;.3638700;0.300;-0.913
48858;-0.036245;0.000463;0.489812;0.000498;0.3623317;0.0000262;1.7001;0.0207;0.015;0.378;-0.290;0.175;-.037200;.489200;.3622400;0.421;-0.860
48859;-0.033139;0.000462;0.491009;0.000495;0.3605467;0.0000268;1.8833;0.0165;0.058;0.340;-0.394;0.149;-.034200;.490300;.3604500;0.365;-0.639
48860;-0.030029;0.000388;0.492388;0.000551;0.3585391;0.0000199;2.1444;0.0161;0.023;0.177;-0.380;0.176;-.031000;.491600;.3584100;0.222;-0.520
48861;-0.026950;0.000302;0.493903;0.000507;0.3562469;0.0000179;2.4385;0.0121;-0.066;0.119;-0.249;0.208;-.027700;.493200;.3560900;0.099;-0.622
48862;-0.023896;0.000203;0.495517;0.000344;0.3536833;0.0000136;2.6692;0.0109;-0.156;0.165;-0.109;0.197;-.024400;.494900;.3535100;0.058;-0.594
48863;-0.020851;0.000309;0.497226;0.000425;0.3509574;0.0000124;2.7534;0.0093;-0.192;0.194;0.113;0.185;-.021300;.496700;.3507800;-0.109;-0.612
48864;-0.017896;0.000323;0.498965;0.000391;0.3482360;0.0000127;2.6592;0.0091;-0.167;0.194;0.125;0.185;-.018300;.498500;.3480800;-0.355;-0.511
48865;-0.015185;0.000345;0.500517;0.000399;0.3456907;0.0000134;2.4097;0.0093;-0.157;0.194;-0.063;0.185;-.015600;.499900;.3455300;-0.549;-0.606
48866;-0.012879;0.000353;0.501634;0.000449;0.3434429;0.0000137;2.0811;0.0098;-0.156;0.198;-0.178;0.177;-.013200;.500900;.3432800;-0.600;-0.916
48867;-0.010959;0.000387;0.502144;0.000438;0.3415198;0.0000142;1.7786;0.0105;-0.118;0.181;-0.149;0.137;-.011000;.501200;.3413000;-0.493;-1.105
48868;-0.008932;0.000416;0.502202;0.000473;0.3398593;0.0000160;1.5552;0.0119;-0.070;0.154;-0.205;0.144;-.008900;.501100;.3396100;-0.479;-1.134
48869;-0.006742;0.000354;0.502159;0.000546;0.3383828;0.0000191;1.4117;0.0108;-0.003;0.047;-0.391;0.167;-.006700;.500900;.3381600;-0.587;-0.869
48870;-0.004447;0.000335;0.502314;0.000385;0.3370057;0.0000146;1.3589;0.0127;0.083;0.259;-0.513;0.167;-.004100;.501200;.3368300;-0.632;-0.860
48871;-0.002021;0.000303;0.502755;0.000447;0.3356350;0.0000168;1.3962;0.0111;0.143;0.287;-0.510;0.168;-.001500;.501600;.3355000;-0.378;-0.757
48872;0.000520;0.000303;0.503433;0.000390;0.3341890;0.0000167;1.5063;0.0115;0.130;0.273;-0.459;0.161;.001000;.502500;.3340600;-0.088;-0.719
48873;0.003066;0.000287;0.504203;0.000318;0.3326051;0.0000158;1.6681;0.0117;0.020;0.352;-0.464;0.155;.003300;.503500;.3324700;0.126;-0.537
48874;0.005483;0.000276;0.504914;0.000274;0.3308498;0.0000163;1.8389;0.0112;-0.172;0.273;-0.538;0.133;.005600;.504400;.3307100;0.118;-0.442
48875;0.007821;0.000433;0.505499;0.000346;0.3289365;0.0000158;1.9822;0.0113;-0.339;0.273;-0.529;0.133;.008000;.505100;.3287900;0.018;-0.587
48876;0.010105;0.000561;0.505931;0.000397;0.3268989;0.0000157;2.0848;0.0093;-0.423;0.123;-0.431;0.103;.010500;.505500;.3267400;-0.122;-0.611
48877;0.012370;0.000451;0.506190;0.000560;0.3247839;0.0000100;2.1362;0.0089;-0.426;0.108;-0.359;0.298;.012800;.505700;.3246300;-0.247;-0.688
48878;0.014716;0.000446;0.506312;0.000563;0.3226458;0.0000084;2.1298;0.0065;-0.367;0.066;-0.319;0.298;.015100;.505700;.3225000;-0.410;-0.596
48879;0.017129;0.000428;0.506409;0.000554;0.3205440;0.0000083;2.0643;0.0050;-0.274;0.109;-0.270;0.298;.017300;.505700;.3204100;-0.451;-0.478
48880;0.019564;0.000390;0.506636;0.000547;0.3185331;0.0000056;1.9510;0.0055;-0.161;0.143;-0.187;0.105;.019400;.505700;.3184100;-0.575;-0.590
48881;0.022050;0.000267;0.507032;0.000505;0.3166470;0.0000072;1.8225;0.0048;-0.059;0.143;-0.075;0.105;.021800;.506100;.3165100;-0.557;-0.938
48882;0.024598;0.000160;0.507404;0.000515;0.3148812;0.0000078;1.7147;0.0058;-0.032;0.143;0.007;0.105;.024400;.506500;.3147400;-0.468;-1.002
48883;0.027146;0.000188;0.507599;0.000351;0.3132056;0.0000090;1.6431;0.0069;-0.062;0.165;0.020;0.128;.027200;.506800;.3130700;-0.329;-1.083
48884;0.029630;0.000331;0.507541;0.000414;0.3115789;0.0000114;1.6199;0.0072;-0.098;0.184;-0.010;0.104;.029900;.506900;.3114600;-0.112;-1.082
48885;0.032010;0.000308;0.507315;0.000330;0.3099439;0.0000113;1.6625;0.0078;-0.135;0.179;-0.067;0.113;.032400;.506700;.3098500;0.102;-0.938
48886;0.034245;0.000321;0.507059;0.000336;0.3082308;0.0000107;1.7746;0.0079;-0.168;0.291;-0.136;0.119;.034600;.506500;.3081500;0.135;-0.776
48887;0.036280;0.000345;0.506929;0.000324;0.3063743;0.0000111;1.9480;0.0077;-0.189;0.250;-0.183;0.120;.036500;.506300;.3062800;0.063;-0.459
48888;0.038154;0.000346;0.506972;0.000314;0.3043123;0.0000110;2.1888;0.0078;-0.192;0.250;-0.171;0.120;.038300;.506100;.3041800;0.000;-0.417
48889;0.040105;0.000340;0.507017;0.000325;0.3019925;0.0000110;2.4420;0.0073;-0.185;0.250;-0.048;0.120;.040200;.506100;.3018300;-0.008;-0.497
48890;0.042181;0.000265;0.507005;0.000320;0.2994550;0.0000096;2.6150;0.0070;-0.190;0.265;0.070;0.148;.042200;.506100;.2992800;0.034;-0.625
48891;0.044346;0.000247;0.506907;0.000330;0.2968051;0.0000087;2.6602;0.0062;-0.228;0.222;0.044;0.315;.044500;.506200;.2966300;-0.020;-0.657
48892;0.046538;0.000269;0.506639;0.000420;0.2941798;0.0000078;2.5700;0.0062;-0.280;0.115;-0.092;0.357;.046600;.505900;.2940000;-0.208;-0.482
48893;0.048714;0.000269;0.506141;0.000405;0.2916956;0.0000088;2.3885;0.0062;-0.320;0.087;-0.267;0.490;.048700;.505500;.2915200;-0.383;-0.531
48894;0.050945;0.000271;0.505452;0.000409;0.2894126;0.0000096;2.1777;0.0065;-0.328;0.062;-0.356;0.397;.050800;.504800;.2892500;-0.399;-0.646
48895;0.053299;0.000280;0.504715;0.000387;0.2873331;0.0000095;1.9882;0.0064;-0.315;0.062;-0.286;0.397;.053000;.504000;.2872000;-0.252;-0.808
48896;0.055699;0.000242;0.504069;0.000345;0.2854181;0.0000086;1.8530;0.0070;-0.296;0.062;-0.147;0.397;.055400;.503200;.2853100;-0.116;-0.944
48897;0.058125;0.000308;0.503604;0.000361;0.2836059;0.0000104;1.7815;0.0060;-0.265;0.315;-0.055;0.275;.057800;.502500;.2835100;-0.101;-0.866
48898;0.060615;0.000308;0.503334;0.000368;0.2818319;0.0000085;1.7795;0.0063;-0.220;0.066;-0.050;0.210;.060400;.502300;.2817300;-0.091;-0.716
48899;0.063241;0.000303;0.503153;0.000389;0.2800243;0.0000072;1.8454;0.0064;-0.189;0.066;-0.077;0.210;.063100;.502100;.2799300;-0.003;-0.763
48900;0.066059;0.000305;0.502975;0.000382;0.2781248;0.0000096;1.9602;0.0058;-0.194;0.093;-0.120;0.113;.066200;.501900;.2780900;-0.005;-0.742
48901;0.069062;0.000326;0.502777;0.000348;0.2760933;0.0000090;2.1067;0.0068;-0.242;0.080;-0.189;0.208;.069200;.501900;.2760600;-0.013;-0.680
48902;0.072142;0.000340;0.502533;0.000291;0.2739097;0.0000096;2.2581;0.0067;-0.328;0.080;-0.278;0.208;.072300;.501800;.2738600;-0.200;-0.488
48903;0.075171;0.000329;0.502173;0.000357;0.2715849;0.0000099;2.3859;0.0082;-0.428;0.080;-0.376;0.208;.075300;.501600;.2715000;-0.407;-0.416
48904;0.078018;0.000336;0.501643;0.000414;0.2691516;0.0000133;2.4727;0.0065;-0.508;0.066;-0.482;0.272;.078100;.501100;.2690300;-0.653;-0.356
48905;0.080599;0.000333;0.500899;0.000368;0.2666587;0.0000085;2.5021;0.0071;-0.534;0.073;-0.541;0.217;.080600;.500400;.2665000;-0.833;-0.354
48906;0.082945;0.000227;0.499929;0.000273;0.2641685;0.0000051;2.4682;0.0050;-0.501;0.073;-0.516;0.217;.082800;.499300;.2640000;-0.877;-0.300
48907;0.085189;0.000227;0.498788;0.000273;0.2617408;0.0000052;2.3789;0.0034;-0.425;0.085;-0.411;0.121;.085100;.498100;.2615900;-0.857;-0.371
48908;0.087542;0.000215;0.497637;0.000255;0.2594234;0.0000045;2.2516;0.0035;-0.311;0.082;-0.260;0.298;.087500;.496700;.2592900;-0.749;-0.446
48909;0.090145;0.000191;0.496676;0.000206;0.2572328;0.0000048;2.1387;0.0034;-0.178;0.082;-0.107;0.298;.090200;.495600;.2571100;-0.529;-0.805
48910;0.092877;0.000181;0.496021;0.000161;0.2551327;0.0000052;2.0656;0.0040;-0.092;0.082;0.018;0.298;.093100;.495000;.2550400;-0.309;-1.044
48911;0.095532;0.000153;0.495579;0.000176;0.2530889;0.0000064;2.0304;0.0045;-0.084;0.083;0.095;0.298;.095800;.494800;.2530300;-0.062;-1.068
48912;0.097967;0.000186;0.495224;0.000184;0.2510471;0.0000074;2.0696;0.0062;-0.145;0.117;0.100;0.153;.098300;.494700;.2509900;0.066;-0.968
48913;0.100185;0.000242;0.494836;0.000177;0.2489181;0.0000106;2.2037;0.0065;-0.234;0.248;0.055;0.159;.100400;.494500;.2488400;0.207;-0.799
48914;0.102250;0.000251;0.494309;0.000198;0.2466139;0.0000108;2.4151;0.0075;-0.298;0.264;0.005;0.231;.102200;.493800;.2465000;0.260;-0.529
48915;0.104239;0.000250;0.493565;0.000242;0.2440706;0.0000105;2.6784;0.0075;-0.284;0.304;0.004;0.223;.103900;.492900;.2439300;0.226;-0.137
48916;0.106229;0.000257;0.492593;0.000269;0.2412529;0.0000104;2.9543;0.0075;-0.149;0.304;0.044;0.223;.106000;.491700;.2410900;0.154;-0.013
48917;0.108357;0.000293;0.491499;0.000269;0.2381870;0.0000106;3.1553;0.0085;0.027;0.287;0.114;0.214;.108200;.490400;.2380300;0.087;0.021
48918;0.110640;0.000297;0.490441;0.000304;0.2349920;0.0000134;3.2071;0.0079;0.146;0.316;0.270;0.208;.110700;.489400;.2348600;-0.002;-0.111
48919;0.112992;0.000304;0.489517;0.000324;0.2318210;0.0000118;3.1144;0.0084;0.150;0.239;0.523;0.228;.113300;.488500;.2317100;-0.091;-0.199
48920;0.115251;0.000322;0.488697;0.000379;0.2287981;0.0000101;2.9169;0.0079;0.057;0.262;0.676;0.199;.115600;.487700;.2286900;-0.240;-0.057
48921;0.117305;0.000301;0.487872;0.000331;0.2260072;0.0000105;2.6592;0.0071;-0.075;0.092;0.650;0.199;.117500;.487000;.2259100;-0.396;-0.008
48922;0.119073;0.000291;0.486920;0.000282;0.2234790;0.0000099;2.4035;0.0077;-0.186;0.101;0.522;0.262;.119000;.486000;.2233700;-0.417;-0.044
48923;0.120552;0.000258;0.485780;0.000302;0.2211785;0.0000113;2.2130;0.0077;-0.245;0.107;0.369;0.283;.120200;.484800;.2210600;-0.247;-0.230
48924;0.121944;0.000290;0.484484;0.000303;0.2190228;0.0000119;2.1131;0.0088;-0.260;0.105;0.191;0.265;.121400;.483500;.2188900;-0.056;-0.494
48925;0.123465;0.000259;0.483080;0.000359;0.2169251;0.0000135;2.0947;0.0081;-0.222;0.107;-0.032;0.290;.123000;.482200;.2167700;0.050;-0.740
48926;0.125275;0.000347;0.481604;0.000326;0.2148113;0.0000110;2.1427;0.0089;-0.135;0.110;-0.247;0.239;.125000;.480900;.2146500;0.140;-0.820
48927;0.127416;0.000345;0.480106;0.000359;0.2126294;0.0000117;2.2218;0.0086;-0.060;0.110;-0.285;0.239;.127400;.479500;.2124900;0.202;-0.925
48928;0.129744;0.000330;0.478613;0.000348;0.2103711;0.0000131;2.2909;0.0081;-0.032;0.114;-0.196;0.129;.129900;.478100;.2102600;0.223;-0.671
48929;0.132026;0.000301;0.477217;0.000348;0.2080561;0.0000113;2.3347;0.0081;-0.057;0.191;-0.187;0.197;.132200;.476700;.2079700;0.151;-0.592
48930;0.134042;0.000269;0.475995;0.000330;0.2057002;0.0000096;2.3832;0.0074;-0.121;0.179;-0.324;0.177;.134000;.475600;.2056100;0.308;-0.535
48931;0.135738;0.000275;0.474840;0.000299;0.2032799;0.0000096;2.4613;0.0068;-0.175;0.179;-0.394;0.177;.135500;.474200;.2031600;0.153;-0.520
48932;0.137172;0.000181;0.473600;0.000284;0.2007862;0.0000095;2.5136;0.0064;-0.218;0.200;-0.322;0.192;.136900;.473000;.2006600;-0.047;-0.632
